Metabolite,Chemical Formula,Metabolism,HMDB ID,Column,Ion Mode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48, QC 01, QC 02, QC 03
N-acetylphenylalanine,C11H13NO3,Amino acid,HMDB0000512,C18,Negative,1775.291219,9521.574318,18326.86887,1423.711296,12833.27851,23397.21177,1459.878599,10434.37965,19165.38237,1581.914784,9399.699774,19948.81762,1478.605484,9837.928443,17736.75027,1195.692235,10088.49629,17339.92579,1601.178681,11154.19002,15729.19852,914.8096662,11403.36433,28045.80671,1393.095444,13225.85977,29468.37001,1488.071484,15447.9338,26939.35644,1387.113286,13703.33548,23842.07467,1937.645537,17979.96597,27949.43344,1898.751092,16878.84823,30142.9191,2151.187296,14967.89652,29107.91667,2224.719303,16994.66953,26084.69768,1794.095323,21056.91464,32688.05968,13622.27045,14050.05654,14052.07949
10-Hydroxydecanoic acid,C10H20O3,Fatty acids,HMDB0037396,C18,Negative,165419.5714,842478.4048,2724744.459,156326.3723,786874.2301,2722317.255,63633.72451,1969825.005,1750912.5,99199.08573,1045134.677,1806889.155,104961.8833,1541777.237,2887524.711,331214.3651,1522616.176,2681296.337,121119.9799,2295351.903,2887774.014,70852.76309,2605620.717,2715276.494,41549.03894,274480.2853,730427.4474,35607.22995,180328.614,654447.7965,13229.25065,224195.1497,477022.8479,68949.49061,475441.014,1162494.835,22505.70454,288160.7645,1034507.869,19589.01048,437129.6586,873413.4163,18158.52968,440214.5814,557833.845,31956.31591,441885.9217,852711.5536,918231.2782,937441.4623,966803.8163
Methyl vanillate,C9H10O4,Benzenoids,HMDB0240266,C18,Negative,18352.6013,41558.91293,68997.85801,4984.35834,34691.06413,39961.81121,8685.664769,38587.15304,54283.19897,12638.7136,40090.57919,47482.08753,19099.8256,36226.59816,61628.36373,13128.80173,28018.7085,47184.57713,2694.416283,26464.32346,23675.82864,6228.711959,38661.84466,58996.2514,8046.719523,55166.40284,90687.56963,10854.26418,82029.2042,98549.44865,10213.77199,76437.96966,79222.35422,13075.30213,82943.80933,112034.343,14913.61702,79736.06559,116116.0819,15331.12865,80594.65918,114910.6279,19823.24935,96238.03129,106945.8481,6198.420137,85240.48038,104030.5393,60742.51953,56702.46226,60146.22053
Hippuric acid,C9H9NO3,Benzenoids,HMDB0000714,C18,Negative,3750.655533,14726.8434,26999.55588,3865.774664,13031.56337,28768.9518,2333.842799,18399.45699,27168.83192,4302.707668,14929.01392,25073.76546,2708.389317,20915.36243,30221.07036,2638.223978,26312.1964,34681.0152,3239.560654,14983.16095,22238.18199,2825.899297,20596.62524,35647.0111,1455.844584,3347.01534,3317.497688,1277.970528,3629.677996,9958.080268,1086.947661,3467.975638,5875.568536,1399.921753,4586.764584,9432.78053,1353.401262,5513.561172,8314.074228,1005.592308,3554.739406,4813.5104,1084.8124,5034.668197,6657.354048,1480.16123,4394.241583,7144.394991,11775.70336,12164.91778,11261.69276
Itaconic acid,C5H6O4,Energy,HMDB0002092,C18,Negative,77868.42613,287558.6215,385025.5384,42397.12763,169778.7011,228423.7477,47476.36014,270947.1503,258834.8781,77983.69476,221030.3435,339289.4698,108464.4371,239475.2686,393083.1479,64543.45867,169448.2816,248543.2963,49821.31281,231104.502,212061.2791,53178.35657,257001.0491,302040.509,72004.52755,389097.1849,488771.8919,88181.19752,473229.3541,485945.8722,87634.63831,431881.5465,475573.9896,123158.0636,531457.5353,596597.5178,135521.0808,512922.7021,652607.5198,110682.2331,462322.1067,577346.2999,129210.3425,459118.221,525976.1662,67416.85503,475608.1384,487038.3366,389882.3157,376421.7,375964.1541
Azelaic Acid,C9H16O4,Fatty acids,HMDB00784,C18,Negative,214865.4272,466810.4724,872208.1349,184904.0697,493182.4046,801140.7058,193784.3577,588398.4566,805832.1014,202891.2959,415299.8845,798250.3621,180554.1004,596435.5185,879627.9695,238236.7805,519625.9299,733916.9351,191361.2059,539163.1155,693618.4692,204452.6018,576600.3014,1035165.521,213587.9531,534229.4595,942340.8083,203599.0841,594090.8893,1001295.145,200705.514,580173.6607,932729.8827,218400.0166,694448.6451,1209078.647,237925.6354,587551.9668,1042550.792,205486.8044,635617.2886,1332835.359,246995.6307,856787.5077,1057848.129,184112.4918,621936.5526,1042141.454,599290.5126,605732.4382,635032.7566
Suberic acid,C8H14O4,Carboxylic acids,HMDB0000893,C18,Negative,144962.6792,463828.1236,1099745.861,98469.19471,527511.3836,1001518.878,71397.47403,534140.8748,745401.0584,111249.5392,367058.1808,932472.9471,95897.57853,685581.3024,1071360.852,104748.1561,594000.5901,851994.5416,66272.3559,576910.9892,712791.8085,124302.3715,676308.8087,1218754.588,63768.87374,123415.0794,223045.1271,50182.83234,158853.7573,302942.408,52823.09151,173674.3734,239229.9007,57965.17642,201248.7262,323679.8163,59048.50598,152043.8972,282126.4661,60589.17268,179677.1079,350113.6796,69389.12697,247685.5527,316247.7261,48146.37173,180288.2047,306263.3136,353437.1285,363376.8559,371700.7524
N-Acetyl-L-leucine,C8H15NO3,Amino acid,HMDB0011756,C18,Negative,3744.884231,29181.64197,76116.98409,4834.740685,45870.36682,84740.10168,2785.958444,31913.87361,41982.46871,4463.248797,22918.26084,56481.63831,2250.916736,58692.94143,68303.28988,2400.405968,50329.22416,61683.33825,3436.460688,50496.34411,58343.22827,3385.608978,42229.03625,67632.79184,673.1662981,13083.13037,26356.05959,994.4137471,8391.707415,13851.54745,493.701606,7947.22488,17890.40434,1280.542267,10732.12353,20839.61018,1031.303697,10336.26288,17458.01199,1082.753344,8654.75007,18900.41964,736.0261344,8211.199322,11427.89774,899.525777,9715.009646,18881.92265,21995.80884,24316.28808,25148.32243
Petroselinic acid,C18H34O2,Fatty acids,HMDB0002080,C18,Negative,4918386.426,13066455.04,16543171.14,3921775.521,12516995.86,16581577.39,4068830.812,12541849.37,14794519.24,3426576.478,9620934.969,13018515.79,3546083.265,10408341.51,15536786.65,4205312.126,10071683.77,13898196.43,3926639.163,12440697.53,17160138.29,4157036.158,13110708.13,14732467.82,3549837.689,14490725.09,23543402.37,4108734.148,12804730.5,17607508.87,3356392.074,12274137.66,18811969.02,4099092.811,13101591.56,18473034,3609402.584,12682545.14,16610568.14,4319030.699,13931411.73,18155217.14,4194086.12,13049743.6,17565371.68,3841707.268,14672816.26,19939408.23,13784690.28,14091156.33,14740303.47
12-Hydroxydodecanoic acid ,C12H24O3,Fatty acids,HMDB0002059,C18,Negative,37418.09323,161296.6512,279041.2936,34116.91066,149482.0554,222826.9287,30178.30181,186858.2688,185513.2523,25703.3094,130250.2949,239866.5261,22263.37494,156479.3568,198414.5627,44073.72948,166404.1667,203038.8564,38040.03496,191767.2556,240712.3198,29242.23274,239880.0134,257797.444,15658.17818,123619.6658,192779.7663,21188.0693,97284.24164,153595.6574,16690.4966,98180.40703,154765.9237,28739.32421,117013.7136,177065.0563,21103.14567,107375.347,144940.2585,24445.61621,117543.9502,173382.2677,22826.90626,116323.4105,154681.4926,21033.27253,141531.873,193802.5602,138908.9026,147054.9986,143295.3902
Jasmonic acid,C13H20O3,Fatty acids,HMDB0032797,C18,Negative,2482.704088,1651.400243,1808.056695,1932.531768,2167.426091,2499.223877,2611.611589,1609.807635,1517.977634,2059.571406,1544.503711,1943.498152,2305.758444,1513.444393,855.5632435,2866.024174,2432.01452,2164.048472,2415.819703,1848.449587,2414.007889,2663.5724,1579.48387,1940.268573,2643.71627,2326.365768,1650.716431,2035.237585,2121.739942,1890.802324,2180.743847,1524.089208,1431.889529,2349.644078,2153.447583,1864.599379,2271.242546,1996.632285,1577.005203,2071.269865,2472.747532,1472.553011,1765.917853,2191.603681,1582.788907,2602.690613,2426.960579,1506.258568,1866.207647,1979.467333,2030.61469
Glycerol 1-myristate,C17H34O4,Lipids,HMDB0304951,C18,Negative,20184.88753,96136.7161,154579.6489,24214.19103,101321.2787,147740.7345,24519.48577,115758.0571,135644.1441,16305.25103,89177.59389,148470.8653,19103.28994,92195.53663,153384.3167,18838.60664,91336.82725,132615.1007,23877.44268,101562.2136,167928.7292,22118.57952,105029.9659,165315.0556,15396.5085,91872.30006,120509.259,19312.92869,81930.33232,126578.0683,17053.68943,81722.57949,117765.8356,23629.84403,84052.31406,116465.0054,20317.35415,100871.4295,113929.611,21006.35977,87385.51112,108899.5063,17493.23696,85587.77514,143060.9058,17587.8196,78426.84738,127341.2662,108817.7236,99257.8929,102201.2046
Isocitric acid (Isocitrate),C6H8O7,Energy,HMDB0000193,HILIC,Positive,44050.99848,274556.2628,413617.5328,40693.42905,260759.1155,418400.0914,47365.39043,220124.2308,330998.309,44700.7022,184255.8599,344714.5462,28415.51086,234205.1107,337857.5527,39261.7835,227197.6003,328951.2358,50904.48794,253865.2882,231943.1656,44529.18479,254971.9699,408235.3674,55374.49549,408427.3532,627728.7215,72838.45531,355713.8613,528680.5373,65146.88462,358024.4301,557502.038,66873.11696,367042.404,546541.3861,72311.04909,331453.1542,496919.2566,68367.29544,358402.0281,549350.8286,54119.49754,349290.2638,587318.2343,81012.65957,405437.5473,605831.9224,307417.0724,313319.6855,298926.3041
Leucine,C6H13NO2,Amino acid,HMDB00687,HILIC,Positive,58327.41282,376149.551,557346.3114,52462.75681,332085.5027,502999.5582,71352.57723,275385.7634,434309.2462,65112.31097,242465.3794,466127.849,38359.4174,322982.1882,474983.6517,58498.24324,273496.6452,435223.5387,69363.65472,323032.8062,358765.9172,61267.45122,321340.8198,569182.4187,79450.30775,567213.9256,893801.9583,104033.3301,549341.2959,772365.7375,87310.04473,511664.7387,778526.6694,109863.3821,530777.3729,762220.1208,93592.19817,493538.2685,805220.4377,117880.9773,506703.6589,749119.0755,85140.5737,461077.2943,822492.8161,109988.5453,622375.7325,869201.8736,427618.8876,424066.8755,439015.2018
Lysine,C6H14N2O2,Amino acid,HMDB00182,HILIC,Positive,55465.51162,413499.3113,605629.7038,55153.29528,338171.1079,656551.0336,88771.53879,317758.4038,558499.688,83545.27633,220014.5801,552187.6944,37717.27465,330791.235,562493.5775,68330.84321,281596.3579,288097.0405,67142.5808,380959.5907,198310.3516,65162.29988,325197.0664,668749.6437,69661.88963,353251.3823,631969.969,73924.26241,360542.919,495125.2697,71481.08175,287175.5011,509448.2447,59049.24096,313481.9167,505682.125,67977.1806,340226.3456,467875.3923,65942.93808,312520.3674,535003.6432,54324.49225,311472.9023,540437.5728,81870.46684,313581.7378,601588.4842,325274.8189,320748.1121,351277.7021
Phenylalanine,C9H11NO2,Amino acid,HMDB00159,HILIC,Positive,92451.82976,682296.9334,1057266.607,76586.52728,631494.5439,1019937.214,92534.04096,538922.7856,851628.6434,74781.68931,419476.2175,915019.5616,56133.36864,555672.789,882063.2622,77340.94476,554015.2893,829747.2958,104382.5379,609096.7175,633533.5781,83543.50961,583073.9751,1080598.81,105845.6023,831770.6285,1430491.729,127875.019,886002.9783,1133270.204,90032.59216,787245.6093,1270311.412,125106.7535,824371.5082,1247359.28,118388.9914,790120.179,1252491.106,164345.7739,787777.8781,1212582.406,117447.517,740896.886,1278178.492,153845.8106,944814.8093,1377271.365,717908.4828,742675.382,732597.011
Tryptophan,C11H12N2O2,Amino acid,HMDB00929,HILIC,Positive,14216.75585,148403.8355,244116.3105,14978.86993,146660.1765,261190.3807,19340.20782,158886.2348,248870.8024,21412.3549,111714.3677,222803.0353,12253.26974,137399.5946,242422.1489,17221.26349,136632.1369,234893.3535,28027.68944,164612.2722,104556.2065,24466.42194,145579.6139,293556.1423,32496.38604,244486.8281,362397.5667,41475.76986,219674.876,270766.9182,28450.78483,194035.7804,318510.243,34594.89191,215074.7086,301453.0971,32503.08786,217707.7062,287280.4827,31679.25744,194587.1994,300653.7362,23903.91245,211884.2022,363683.2149,41506.48544,198335.781,345600.2171,181535.9511,179996.8138,168275.8318
Asparagine,C4H8N2O3,Amino acid,HMDB00168,HILIC,Positive,15772.83471,118732.1256,222077.3213,13901.91732,103146.4857,182321.9789,14518.86409,108494.7158,180285.0677,14600.97684,71177.97913,170516.7884,13721.64157,99931.96668,184693.177,16825.36968,89329.37855,133258.3654,19393.32038,120406.839,82629.26227,17792.91095,123175.8002,223304.2286,18093.22584,143819.2734,258107.4607,20998.95644,141009.4624,190658.7626,20061.06656,126533.4864,208793.1107,18822.72518,126893.1359,207105.3158,20472.76397,139023.2634,189955.6295,20259.51767,126984.8075,223863.2829,17139.74501,128951.422,226671.6359,22982.16454,129464.5541,245113.7954,111628.1022,121326.639,128859.9439
Aspartic acid,C4H7NO4,Amino acid,HMDB0000191,HILIC,Positive,1012.0755,5580.328,12941.088,1348.999951,8041.607,6651.214214,1165.766885,10100.0605,17281.2495,1025.656,3902.311737,13389.31023,1127.479356,9227.271,17573.72319,1617.766,8657.527,14115.63112,1090.7295,7153.737,6991.94727,788.1395,9863.417,14256.333,1004.748849,6060.634443,10337.81139,1340.808,7647.77842,14646.56835,1127.4825,9558.1895,14443.2725,1543.8035,11994.435,18023.45799,964.2845,9224.198,15552.33538,1258.5965,8232.579,15012.81191,1144.71,8831.774,12323.25762,935.6175,8558.256,9767.1775,8759.839598,10268.12924,9442.7785
Ornithine,C5H12N2O2,Amino acid,HMDB0003374,HILIC,Positive,2107.190655,13102.70882,22921.72821,1483.247121,8246.42435,13756.5264,1483.991081,8345.296104,12907.00195,2280.816875,5775.5068,14904.27314,1972.075261,10366.193,17287.8125,1971.992395,7146.615867,11082.54941,1665.50239,7928.244727,4518.886649,1653.18381,7244.618906,19203.05016,2217.518987,17871.84016,35347.68603,4125.78494,21921.27736,31436.97758,2923.61236,15890.61224,30871.38621,3891.711147,21708.46496,33798.99439,4627.977985,18985.62105,33621.99022,3249.437021,20503.22218,36584.34556,4123.618622,19580.83977,34718.56332,3981.597198,19476.32013,36148.06777,12861.91516,14859.1726,14668.18238
Acetyl coA,C23H38N7O17P3S,Lipids,HMDB0001206,HILIC,Positive,2129.565448,12925.51411,21527.26742,1905.983961,12431.09459,21536.9814,2709.941641,17290.35719,22275.79553,3124.118925,5080.056,14517.69888,1959.314608,17958.93356,32133.06417,2815.064576,12528.97092,15193.17657,3538.467717,16212.15978,6727.924099,3844.362095,12282.61319,21508.91404,1136.013709,19375.05438,45649.51741,3685.581839,17025.47269,14846.68522,2027.396072,19019.04121,32138.54826,4005.799573,16494.85153,34972.03289,3319.759561,22675.52238,36273.78103,1915.971205,19165.54576,35039.59789,3646.278098,21034.98979,34895.40838,2574.72242,22389.1526,33385.05576,15711.62794,16442.59699,16739.91493
Coenzyme A,C21H36N7O16P3S,Nucleotide,HMDB0001423,HILIC,Positive,174.4052387,1635.22175,1728.423882,194.6971077,918.5500342,2826.181546,920.3956053,389.8947918,1591.428438,839.6232074,699.9667381,1555.388023,67.04114577,2194.328051,1705.437299,799.8350543,1666.685856,453.6591003,851.2003565,1718.556597,131.6191258,263.7455238,1540.943636,3276.284544,1075.435848,2782.5664,2713.700458,1396.896934,2510.233896,696.0349093,1434.305945,2092.860375,3194.594911,429.0753133,4079.299666,4877.66818,1395.020571,5505.104149,2820.887994,1028.375319,2351.946901,1756.728527,518.3170149,2239.104692,4560.399544,1994.438984,1709.787787,4051.634831,1987.331716,1958.263635,1696.645625
Adenosine triphosphate,C10H16N5O13P3,Nucleotide,HMDB0000538,HILIC,Positive,1240.841078,3901.76585,2262.894835,1050.174705,2604.542913,2877.175213,997.5055879,3084.013837,2862.483897,904.3260081,794.7623818,1653.410132,580.5737703,2599.33386,3497.570015,1265.31772,2260.239702,2317.470623,870.1882166,3947.254611,287.6157404,783.4844562,2982.263244,3331.565132,575.7928074,4832.719499,5709.459849,997.1660943,3402.939489,2440.65932,975.0612659,5152.01836,5582.286334,1109.556131,4624.213882,5046.721519,738.8183906,4849.025615,4213.569429,1216.012283,4436.342381,5324.341236,1421.012952,4058.421799,5048.293965,871.4446228,5002.915199,5177.708466,2726.571395,3130.760642,2531.796645
Adenosine 5'-diphosphate,C10H15N5O10P2,Nucleotide,HMDB0001341,HILIC,Positive,212165.5505,1192049.819,1380434.271,241197.9349,1228962.42,1824821.696,328647.5502,1680478.7,1982157.702,207653.5746,536953.3599,1135348.364,191863.5353,1418650.585,2218681.776,284217.7574,1199962.88,1254344.088,332975.6911,1440305.694,443766.2716,289402.9797,1592044.612,2462423.078,143683.6344,1384323.739,2406837.973,270052.2788,1280375.158,1012885.546,209645.6576,1426013.34,2294293.873,310185.5482,1530996.483,2273946.559,232833.0933,1542980.992,2233309.546,295919.4603,1504855.676,2257262.969,267956.769,1452735.25,2137739.783,289648.5643,1543148.264,2121160.673,1202016.417,1227078.749,1230595.378
Adenosine 5'-monophosphate,C10H14N5O7P,Nucleotide,HMDB0000045,HILIC,Positive,1841171.85,9024703.199,12322149.86,1898383.999,10623783.8,15121807.37,2180307.734,11584081.25,14932082.17,1711219.025,6378936.265,9904474.493,1240712.57,10389778.91,14801358.03,2057364.512,9065158.293,11689092.7,2126824.824,10850097.69,1961952.596,2012368.615,10173693.14,15689002.74,1051437.516,10060920.19,15355719.86,2016662.107,8663491.699,8589198.091,1808933.054,10496363.55,15583569.26,2272823.785,10991016.91,16105824.14,1894962.673,11103432.22,15884993.07,1963834.035,10219006.48,15269222.29,1931661.997,9758700.082,15448202.15,1930715.154,11134016.92,15280707.65,9853198.626,9936424.775,10300085.43
FADH,C27H35N9O15P2,Nucleotide,HMDB0001197,HILIC,Positive,677.2424425,3298.210935,4335.890882,1238.115609,2304.752446,235.4188016,673.1331907,3252.249183,1402.063998,294.9079857,2706.842565,899.5930699,252.1371162,3271.581798,3136.397535,633.4555591,2177.186419,3451.681246,943.2175645,2700.56621,1972.242179,811.9181699,2892.821778,2964.297054,226.6964207,4099.239875,4619.075273,658.2852189,4856.623357,605.7653149,933.6046202,3828.174584,2215.761518,1137.128733,1969.152201,3174.073824,820.6783116,2365.606525,3326.140128,705.5947421,1852.493725,3077.990214,690.8261583,3404.685389,3768.460949,933.1258172,3546.863055,4067.416415,2673.299459,1979.354376,2420.471122
NADP,C21H28N7O17P3,Nucleotide,HMDB0000217,HILIC,Positive,22841.1199,74604.50988,58817.15444,18698.79521,68815.52425,94597.24221,26334.89506,84437.82859,85715.43125,20573.578,29958.32857,54607.34827,15055.26702,88875.69121,98318.54593,24589.44986,64732.12226,62999.13558,26234.84692,90385.7273,12890.86489,24421.51783,84936.18556,103148.1878,17113.31904,149684.6105,183577.4736,29549.49972,94322.89098,76758.14542,25081.3825,144353.3261,184890.3216,36750.49295,120783.1012,177295.22,25651.89387,142802.5758,180511.139,29857.9619,126941.3833,166919.9294,27458.61759,131433.8498,184110.1288,29595.28827,139464.9425,187688.0419,86591.65189,84960.65877,85374.56563
NADPH,C21H26N7O17P3,Nucleotide,HMDB00221,HILIC,Positive,395.2910076,1008.606138,1224.357442,498.1229226,1195.097873,1062.094255,519.3072849,1086.283968,972.0404862,463.1439088,690.9391962,259.5315319,155.9291736,1419.949863,1019.720251,727.3755243,1260.060312,398.8116785,441.0266273,1396.698059,398.0127186,244.9132443,1393.39475,1811.033317,89.77684397,1080.638753,1456.023656,572.4154688,1543.251847,742.061452,328.6465027,1989.56962,2507.037171,669.3386306,1217.608841,2130.678125,409.5690606,2306.84098,2587.639066,484.3222846,1647.990451,1492.001345,463.3009947,1636.855843,1619.06824,290.9210927,1483.541885,1871.144207,1519.895322,1294.596882,1586.025477
NADH,C21H29N7O14P2,Nucleotide,HMDB0001487,HILIC,Positive,235.0021785,4748.718293,14314.57827,257.0161505,9537.412522,12773.55691,359.1515834,20673.21999,23549.71835,541.5182608,3481.509392,10246.32809,143.7972953,9993.931418,29418.14272,263.9079806,8005.294898,12609.07072,451.0476014,9463.286136,4984.52168,458.6490548,6214.297479,12090.01546,107.5175713,1421.401384,5632.095473,107.7017455,2257.931531,3015.745619,173.5000819,2834.538629,8441.733917,534.1806852,3651.988784,8316.819285,156.671158,2280.94086,9199.323482,397.139769,4602.139599,8248.55769,378.207571,2674.818151,5135.577864,280.3918901,6057.508178,4231.07315,7252.493478,7053.331504,7139.56235
NAD,C21H27N7O14P2,Nucleotide,HMDB00902,HILIC,Positive,406439.0119,2518521.284,3476285.579,353097.6759,2697625.568,4559746.136,452431.8602,3200981.886,4405065.12,374208.5655,1135676.149,2602497.433,250560.0486,2749790.919,4922868.998,424810.1793,2501959.556,2243994.559,477109.1458,2954926.338,658584.0434,456449.0539,2919974.882,5075645.337,204520.0817,2776885.39,4809072.075,447064.274,1951017.788,2152246.564,361426.2723,2821354.852,4932538.184,480918.9809,2771747.523,4764768.09,390033.8529,2932473.409,4867363.901,467373.7688,2811379.848,4903426.002,433026.146,2780547.641,4864120.946,417900.2031,3069200.716,4753835.636,2675027.05,2702816.32,2674325.685
2-Hydroxyglutaric acid (2-Hydroxyglutarate),C5H8O5,Energy,HMDB0000694,HILIC,Negative,208967.0832,649728.399,430371.1761,97765.55734,473928.6713,537491.0632,168618.9642,564410.651,735754.4916,265636.1631,273152.8602,399242.6914,74148.4108,399940.6572,521121.4363,139825.0923,588858.7091,555563.944,194003.171,601145.152,603516.3582,176922.252,600505.3241,639867.1302,167205.1428,1183384.282,2092561.106,320023.9681,485821.0019,556012.1544,275281.77,937579.244,1114231.103,315204.9302,1143038.825,1237120.691,312109.6146,652416.5093,1212290.488,253628.8687,793453.7144,846703.9427,277176.797,517161.325,1154145.077,316227.4155,1202764.993,1389153.476,541839.5203,761097.1042,609730.206
2-Oxoglutaric acid (Ketoglutaric acid),C5H6O5,Energy,HMDB0000208,HILIC,Negative,9427.240611,75914.7583,133733.8206,77767.53561,107963.0022,199907.0117,8723.888844,222022.7181,123659.0569,26426.98058,196184.2312,343460.4554,45011.98887,70132.31646,155519.1766,26710.30443,150225.2112,129662.7535,55254.7322,38650.41111,26677.53563,37979.70578,101220.912,138698.8463,89317.04309,276655.9939,128822.2833,6351.345441,252303.1706,438999.5302,61436.05764,263527.6861,289072.4593,60937.88055,400804.7308,177009.7395,49004.53487,336138.0042,416671.8159,60875.42914,221886.4475,474867.7094,6179.628665,292194.1668,575816.5123,28994.79981,33318.69399,386359.3485,113329.1454,129721.7148,115087.873
3-Guanidinopropanoate,C4H9N3O2,Carboxylic acids,HMDB0013222,HILIC,Negative,1093.289026,17687.97326,24053.70175,6952.456838,14995.73173,55673.24919,6048.831347,8599.734199,32315.04832,6050.960633,23839.7633,61602.05584,9177.441292,26310.78871,23583.72175,2226.027769,25139.3978,28301.74973,7174.647192,34366.51628,31841.94888,3950.790515,12557.40219,32342.96398,697.0992544,29587.93727,21666.68964,8543.35721,28190.08253,76492.4402,6281.145461,26466.62175,22267.28076,3340.049043,28279.05796,43628.92583,6902.521118,28672.56739,27155.823,3719.055532,17471.42665,17820.59326,4463.084112,17341.6247,56480.03553,7739.140938,22825.73741,35988.95471,15768.59668,23563.54294,11802.83155
5-Aminopentanoic acid,C5H11NO2,Amino acid,HMDB0003355,HILIC,Negative,34823.29084,205274.2574,557451.6358,44564.63057,126732.0554,564693.6526,45043.70416,269436.4483,181065.4784,39235.28209,253672.3089,484659.3122,37449.42356,180263.0754,234150.7629,42108.03108,119915.4717,284952.946,34232.86231,214348.6454,433485.3084,30663.2985,162167.5567,300192.2305,103618.4939,571205.9951,782190.1231,80083.81624,714908.801,1068926.174,87782.54033,283453.1265,531446.0416,51993.4177,839223.1947,445176.9869,64414.70711,738674.7302,440535.9484,67672.17677,421362.0421,833051.4832,44441.28505,443447.3776,1149756.465,178956.1701,543091.1286,618694.5387,278291.563,172466.0332,204808.0243
5-Dehydro-D-gluconate,C6H10O7,Energy,HMDB0011731,HILIC,Negative,12816.35232,66287.629,40080.87472,10959.76667,31171.95728,46411.53668,9130.531899,45717.45783,74832.68389,9601.240945,34427.18675,72869.67276,9087.238621,42409.47294,80565.68085,11494.53442,67081.18809,89846.07926,18341.94182,71039.83429,87245.19623,16873.52507,62148.19399,62151.6988,30190.92648,69485.6731,97345.84376,32514.78067,101966.4959,171499.8317,16038.64048,74462.52198,119157.5069,29937.72428,64530.04781,98498.39193,37851.26547,164147.0821,166104.4271,18984.93745,62987.13533,41159.18251,20397.40037,45061.48851,77898.69807,42654.98356,80717.79661,82385.0425,52330.93931,42574.14527,51892.60698
Adenylosuccinate,C14H18N5O11P,Nucleotide,HMDB0000536,HILIC,Negative,121158.2977,416978.4468,629773.5646,239468.8944,442846.9134,739532.176,172403.4958,538656.2415,515555.5644,158815.6601,390721.7328,507548.1752,240198.3259,546172.4419,373254.5466,183381.7389,374395.3311,191527.0103,142941.6321,116568.2901,220288.9081,119670.6517,142511.6133,357885.2743,189302.2722,528575.5453,237097.2539,205625.1928,1210535.73,1607046.435,197340.4845,866857.6435,1100345.541,376088.1855,1720920.23,1389340.672,227479.55,1559449.862,284103.8841,272668.5228,184002.7293,1797352.291,201704.9787,1263677.349,2051003.563,155859.2607,587362.9261,1051005.981,143415.5677,282554.1139,172417.2162
Arabinonic acid,C5H10O6,Sugars,HMDB0000539,HILIC,Negative,225185.9611,488070.6215,1007433.168,182715.2536,546741.812,466317.9565,166145.1506,658931.3428,1017888.808,155438.4471,404685.6509,367956.4537,164515.79,571896.0564,705938.1141,175679.9717,381725.4849,613651.4999,154616.1639,650032.8199,710389.8134,121725.1857,535365.8993,483994.1664,63494.27213,362640.2558,492016.2417,50416.80262,657780.1237,275121.128,81817.35714,673464.1799,862376.5124,123206.6384,695440.6762,1256568.903,122254.0038,591742.3299,469136.0069,118852.1886,396377.3208,793302.2602,151823.9173,369707.3372,951886.7145,95101.82846,587575.3998,477548.8938,327029.1748,739176.396,351855.7178
Aspartylglycosamine,C12H21N3O8,Carbohydrate,HMDB0000489,HILIC,Negative,5989.861456,17879.78984,50243.48425,3264.947629,16819.05687,28583.10405,5768.746994,36499.85171,28420.17521,5472.53083,15161.32984,32749.85198,3167.067489,13963.17041,28690.46718,7184.215666,26467.38688,33708.64497,5842.04924,25400.96666,37618.44272,4704.481504,24916.50274,22704.59221,2720.572934,25460.68381,46577.26703,6161.541617,22437.0479,35420.94266,4459.594491,23972.46748,27801.06809,5056.139743,43812.49511,27462.22104,5256.598533,31662.7835,39025.66927,2873.554372,25371.82029,32488.74238,6107.824785,27485.10558,42085.16705,3748.698496,44161.69489,31953.36638,24686.12633,20765.51861,22187.81316
CDP-Ethanolamine,C11H20N4O11P2,Nucleotide,HMDB0001564,HILIC,Negative,68403.32184,286051.6407,382939.3311,107914.9099,125914.9925,472845.4412,191784.523,456795.0699,345852.0815,97246.07135,420738.9617,638840.6524,78165.4131,188419.1813,313331.5839,67186.06119,318001.3632,322488.5697,183731.0596,497827.9912,650241.0798,142215.0319,459339.2232,304949.1453,87684.244,433056.5512,662895.0119,97521.37543,359222.9299,492408.2085,74411.6181,364117.2724,267208.9002,115898.1679,750322.7551,282857.3119,80813.62309,289541.6665,484332.2208,122368.8729,453596.7071,539821.6937,189781.6269,180140.7842,717331.2032,114081.8352,768778.9797,454741.1161,356695.2285,297240.0776,355127.0639
CMP-N-acetylneuraminic acid,C20H31N4O16P,Nucleotide,HMDB0001176,HILIC,Negative,2799.504721,12968.78133,24590.09764,3151.380527,7805.274594,34008.15917,3154.620863,21372.4416,14034.22613,4887.022356,16995.32585,35391.70988,2179.785403,22460.67874,18988.8356,2465.936239,20981.54386,20039.29418,2134.989999,20422.93163,21952.38108,2298.670996,36681.88609,19588.91839,1247.677474,29430.76843,27584.50301,4247.485297,25618.44584,98313.60927,3439.308762,40541.89687,32428.41707,5751.829797,57487.53741,25198.21476,2852.320776,34636.32175,56504.92291,2421.470173,30990.90894,56532.35875,5048.481063,24693.96526,67967.76538,1056.894075,36836.05827,35238.22346,25729.85333,22924.1228,29419.82034
